Date;score
2019-04-14;10
2019-04-14;7
2019-04-15;10
2019-04-15;6
2019-04-15;2
2019-04-15;5
2019-04-15;10
2019-04-15;10
2019-04-15;10
2019-04-15;10
2019-04-15;10
2019-04-15;10
2019-04-15;7
2019-04-15;5
2019-04-16;9
2019-04-16;0
2019-04-16;10
2019-04-16;10
2019-04-16;10
2019-04-16;10
2019-04-16;10
2019-04-16;10
2019-04-16;10
2019-04-17;5
2019-04-17;4
2019-04-17;10
2019-04-17;10
2019-04-17;9
2019-04-17;7
2019-04-18;7
2019-04-18;10
2019-04-18;5
2019-04-18;8
2019-04-18;1
2019-04-18;7
2019-04-19;6
2019-04-19;8
2019-04-20;5
2019-04-20;9
2019-04-20;7
2019-04-20;9
2019-04-22;10
2019-04-22;10
2019-04-22;10
2019-04-22;4
2019-04-22;4
2019-04-22;7
2019-04-22;10
2019-04-22;10
2019-04-23;8
2019-04-23;10
2019-04-23;8
2019-04-23;10
2019-04-23;10
2019-04-23;0
2019-04-24;10
2019-04-24;10
2019-04-24;10
2019-04-24;9
2019-04-24;7
2019-04-24;10
2019-04-24;9
2019-04-24;9
2019-04-24;10
2019-04-24;0
2019-04-24;2
2019-04-24;6
2019-04-25;8
2019-04-25;7
2019-04-25;10
2019-04-25;9
2019-04-25;8
2019-04-25;10
2019-04-25;10
2019-04-25;10
2019-04-25;10
2019-04-26;9
2019-04-26;9
2019-04-27;10
2019-04-27;10
2019-04-27;10
2019-04-27;3
2019-04-27;5
2019-04-29;6
2019-04-29;10
2019-04-29;9
2019-04-29;8
2019-04-29;10
2019-04-30;7
2019-04-30;10
2019-04-30;2
2019-04-30;9
2019-04-30;10
2019-04-30;2
2019-04-30;10
2019-04-30;8
2019-04-30;10
2019-04-30;10
2019-04-30;10
2019-04-30;5
2019-05-01;10
2019-05-01;10
2019-05-01;4
2019-05-02;5
2019-05-02;8
2019-05-02;6
2019-05-03;9
2019-05-03;1
2019-05-03;8
2019-05-03;10
2019-05-03;4
2019-05-03;3
2019-05-06;5
2019-05-06;10
2019-05-06;9
2019-05-06;9
2019-05-06;10
2019-05-07;5
2019-05-07;0
2019-05-07;10
2019-05-07;10
2019-05-07;10
2019-05-07;10
2019-05-07;10
2019-05-07;10
2019-05-07;0
2019-05-07;7
2019-05-07;8
2019-05-07;6
2019-05-08;9
2019-05-08;10
2019-05-08;10
2019-05-09;10
2019-05-09;0
2019-05-09;8
2019-05-10;10
2019-05-10;9
2019-05-10;8
2019-05-11;10
2019-05-12;10
2019-05-13;9
2019-05-13;0
2019-05-13;0
2019-05-13;8
2019-05-13;10
2019-05-13;10
2019-05-14;10
2019-05-14;6
2019-05-14;8
2019-05-14;10
2019-05-14;10
2019-05-14;9
2019-05-15;10
2019-05-15;6
2019-05-15;0
2019-05-15;10
2019-05-15;10
2019-05-16;2
2019-05-16;7
2019-05-16;10
2019-05-16;9
2019-05-16;6
2019-05-16;5
2019-05-16;10
2019-05-17;9
2019-05-17;5
2019-05-17;9
2019-05-17;0
2019-05-18;9
2019-05-18;2
2019-05-18;9
2019-05-18;0
2019-05-19;5
2019-05-19;10
2019-05-19;10
2019-05-19;10
2019-05-20;9
2019-05-20;10
2019-05-20;5
2019-05-20;6
2019-05-21;10
2019-05-21;0
2019-05-21;8
2019-05-22;8
2019-05-22;5
2019-05-22;10
2019-05-22;7
2019-05-22;10
2019-05-22;9
2019-05-23;3
2019-05-23;7
2019-05-23;9
2019-05-23;8
2019-05-23;10
2019-05-23;10
2019-05-23;10
2019-05-23;10
2019-05-23;8
2019-05-24;8
2019-05-24;1
2019-05-24;10
2019-05-24;10
2019-05-24;0
2019-05-24;10
2019-05-24;9
2019-05-24;9
2019-05-24;0
2019-05-24;4
2019-05-24;10
2019-05-25;1
2019-05-25;5
2019-05-25;9
2019-05-25;7
2019-05-25;10
2019-05-25;5
2019-05-26;10
2019-05-27;10
2019-05-27;10
2019-05-27;5
2019-05-27;10
2019-05-28;10
2019-05-28;10
2019-05-28;0
2019-05-28;8
2019-05-28;8
2019-05-29;10
2019-05-29;10
2019-05-29;10
2019-05-29;5
2019-05-29;5
2019-05-29;2
2019-05-29;10
2019-05-29;0
2019-05-29;7
2019-05-30;5
2019-05-30;1
2019-05-30;3
2019-05-30;8
2019-05-30;10
2019-05-30;8
2019-05-30;10
2019-05-30;10
2019-05-30;8
2019-05-30;9
2019-05-30;0
2019-05-30;8
2019-05-30;0
2019-05-31;10
2019-05-31;10
2019-05-31;10
2019-05-31;6
2019-05-31;4
2019-06-01;10
2019-06-01;7
2019-06-01;8
2019-06-01;10
2019-06-02;10
2019-06-02;1
2019-06-03;10
2019-06-03;10
2019-06-03;9
2019-06-04;10
2019-06-04;10
2019-06-04;9
2019-06-04;10
2019-06-04;10
2019-06-04;10
2019-06-04;7
2019-06-05;8
2019-06-05;10
2019-06-05;7
2019-06-05;5
2019-06-05;10
2019-06-05;9
2019-06-05;8
2019-06-05;10
2019-06-05;5
2019-06-05;10
2019-06-05;10
2019-06-05;6
2019-06-06;9
2019-06-06;10
2019-06-06;7
2019-06-06;10
2019-06-06;10
2019-06-06;8
2019-06-06;10
2019-06-06;10
2019-06-06;10
2019-06-07;10
2019-06-07;10
2019-06-07;8
2019-06-07;10
2019-06-08;10
2019-06-08;8
2019-06-10;5
2019-06-10;10
2019-06-10;4
2019-06-10;5
2019-06-10;10
2019-06-10;10
2019-06-10;9
2019-06-10;0
2019-06-10;8
2019-06-11;10
2019-06-11;8
2019-06-11;9
2019-06-11;10
2019-06-11;4
2019-06-11;10
2019-06-11;10
2019-06-11;8
2019-06-12;10
2019-06-12;9
2019-06-12;0
2019-06-12;10
2019-06-12;10
2019-06-12;0
2019-06-12;10
2019-06-12;10
2019-06-13;10
2019-06-13;1
2019-06-13;8
2019-06-13;10
2019-06-14;5
2019-06-14;10
2019-06-14;5
2019-06-14;10
2019-06-14;6
2019-06-14;6
2019-06-15;10
2019-06-15;0
2019-06-15;3
2019-06-16;10
2019-06-17;1
2019-06-17;8
2019-06-17;8
2019-06-17;8
2019-06-18;9
2019-06-18;10
2019-06-18;5
2019-06-18;7
2019-06-19;2
2019-06-19;8
2019-06-19;10
2019-06-19;10
2019-06-20;8
2019-06-20;10
2019-06-21;10
2019-06-21;8
2019-06-21;10
2019-06-24;9
2019-06-24;5
2019-06-25;10
2019-06-26;10
2019-06-26;10
2019-06-27;10
2019-06-27;5
2019-06-28;8
2019-06-28;10
2019-06-28;8
2019-06-28;10
2019-06-29;0
2019-06-29;5
2019-06-30;2
2019-07-01;10
2019-07-01;10
2019-07-01;8
2019-07-01;6
2019-07-02;10
2019-07-02;10
2019-07-03;10
2019-07-03;5
2019-07-03;3
2019-07-03;10
2019-07-03;10
2019-07-03;9
2019-07-03;10
2019-07-03;10
2019-07-03;10
2019-07-03;5
2019-07-03;5
2019-07-04;10
2019-07-04;9
2019-07-04;10
2019-07-04;10
2019-07-04;6
2019-07-04;8
2019-07-04;10
2019-07-04;3
2019-07-04;8
2019-07-04;10
2019-07-04;4
2019-07-04;10
2019-07-05;10
2019-07-05;10
2019-07-05;10
2019-07-05;10
2019-07-05;7
2019-07-05;7
2019-07-05;10
2019-07-05;10
2019-07-06;5
2019-07-07;10
2019-07-07;10
2019-07-08;7
2019-07-08;6
2019-07-08;10
2019-07-08;0
2019-07-08;10
2019-07-08;8
2019-07-09;10
2019-07-09;10
2019-07-09;10
2019-07-09;8
2019-07-09;5
2019-07-09;10
2019-07-10;7
2019-07-10;10
2019-07-10;10
2019-07-10;5
2019-07-10;10
2019-07-10;10
2019-07-10;10
2019-07-11;10
2019-07-11;5
2019-07-12;8
2019-07-12;1
2019-07-12;10
2019-07-12;10
2019-07-12;8
2019-07-12;9
2019-07-14;10
2019-07-14;8
2019-07-15;9
2019-07-15;10
2019-07-15;10
2019-07-15;10
2019-07-15;10
2019-07-15;8
2019-07-15;8
2019-07-15;0
2019-07-15;9
2019-07-15;0
2019-07-16;10
2019-07-16;10
2019-07-16;10
2019-07-16;10
2019-07-16;6
2019-07-16;10
2019-07-17;5
2019-07-17;9
2019-07-17;8
2019-07-19;10
2019-07-19;10
2019-07-20;10
2019-07-20;1
2019-07-20;8
2019-07-22;10
2019-07-22;10
2019-07-22;8
2019-07-22;9
2019-07-22;8
2019-07-23;10
2019-07-23;9
2019-07-23;10
2019-07-24;10
2019-07-24;6
2019-07-24;10
2019-07-24;3
2019-07-25;0
2019-07-25;10
2019-07-25;10
2019-07-25;10
2019-07-26;10
2019-07-26;10
2019-07-26;10
2019-07-26;8
2019-07-27;5
2019-07-29;9
2019-07-29;8
2019-07-29;10
2019-07-30;4
2019-07-30;10
2019-07-30;8
2019-07-30;9
2019-07-30;8
2019-07-30;5
2019-07-30;3
2019-07-30;10
2019-07-31;10
2019-07-31;8
2019-08-01;10
2019-08-01;10
2019-08-01;7
2019-08-01;10
2019-08-01;5
2019-08-02;8
2019-08-03;8
2019-08-03;5
2019-08-04;10
2019-08-05;10
2019-08-05;2
2019-08-05;8
2019-08-05;10
2019-08-05;8
2019-08-05;10
2019-08-06;8
2019-08-06;8
2019-08-06;9
2019-08-06;8
2019-08-06;9
2019-08-06;8
2019-08-07;10
2019-08-07;10
2019-08-07;9
2019-08-07;5
2019-08-07;0
2019-08-08;10
2019-08-09;10
2019-08-09;10
2019-08-09;8
2019-08-09;10
2019-08-09;8
2019-08-09;7
2019-08-09;10
2019-08-09;5
2019-08-09;10
2019-08-09;10
2019-08-09;10
2019-08-09;10
2019-08-09;2
2019-08-09;10
2019-08-09;10
2019-08-10;10
2019-08-10;10
2019-08-10;10
2019-08-10;8
2019-08-11;6
2019-08-11;10
2019-08-12;8
2019-08-12;10
2019-08-12;10
2019-08-12;10
2019-08-12;10
2019-08-12;7
2019-08-12;7
2019-08-12;10
2019-08-12;7
2019-08-12;7
2019-08-12;10
2019-08-13;8
2019-08-13;10
2019-08-13;10
2019-08-13;6
2019-08-13;2
2019-08-13;10
2019-08-14;7
2019-08-15;10
2019-08-15;4
2019-08-16;9
2019-08-16;10
2019-08-16;0
2019-08-16;10
2019-08-17;0
2019-08-18;5
2019-08-19;8
2019-08-19;8
2019-08-19;6
2019-08-19;4
2019-08-19;9
2019-08-19;10
2019-08-19;5
2019-08-19;8
2019-08-19;10
2019-08-20;0
2019-08-20;7
2019-08-20;10
2019-08-20;0
2019-08-21;10
2019-08-21;7
2019-08-21;0
2019-08-21;8
2019-08-21;10
2019-08-21;3
2019-08-22;2
2019-08-22;8
2019-08-22;0
2019-08-22;6
2019-08-22;8
2019-08-22;5
2019-08-23;8
2019-08-23;10
2019-08-23;10
2019-08-23;10
2019-08-23;5
2019-08-25;0
2019-08-25;2
2019-08-25;10
2019-08-26;7
2019-08-26;10
2019-08-26;0
2019-08-26;8
2019-08-26;10
2019-08-27;4
2019-08-27;8
2019-08-27;1
2019-08-27;8
2019-08-27;4
2019-08-28;10
2019-08-28;0
2019-08-28;8
2019-08-28;9
2019-08-28;9
2019-08-28;9
2019-08-28;9
2019-08-29;4
2019-08-29;10
2019-08-29;5
2019-08-29;6
2019-08-29;0
2019-08-29;10
2019-08-30;7
2019-08-30;10
2019-08-30;4
2019-08-30;7
2019-08-30;6
2019-08-31;3
2019-09-01;6
2019-09-02;7
2019-09-02;5
2019-09-02;6
2019-09-02;4
2019-09-02;7
2019-09-03;10
2019-09-03;6
2019-09-03;4
2019-09-03;0
2019-09-04;8
2019-09-05;10
2019-09-05;4
2019-09-05;7
2019-09-05;10
2019-09-06;0
2019-09-06;10
2019-09-06;10
2019-09-06;9
2019-09-06;10
2019-09-06;10
2019-09-06;3
2019-09-07;8
2019-09-09;10
2019-09-09;9
2019-09-09;0
2019-09-09;0
2019-09-10;1
2019-09-10;7
2019-09-10;9
2019-09-10;0
2019-09-10;8
2019-09-10;0
2019-09-10;5
2019-09-10;10
2019-09-10;10
2019-09-11;7
2019-09-11;2
2019-09-11;10
2019-09-11;4
2019-09-11;5
2019-09-11;4
2019-09-12;0
2019-09-12;9
2019-09-12;10
2019-09-13;9
2019-09-13;8
2019-09-13;8
2019-09-13;10
2019-09-14;10
2019-09-16;10
2019-09-16;9
2019-09-16;5
2019-09-17;10
2019-09-17;10
2019-09-18;10
2019-09-18;4
2019-09-18;5
2019-09-19;8
2019-09-19;0
2019-09-19;8
2019-09-20;5
2019-09-20;7
2019-09-20;8
2019-09-20;8
2019-09-21;8
2019-09-23;9
2019-09-23;7
2019-09-23;9
2019-09-23;10
2019-09-24;5
2019-09-24;6
2019-09-24;10
2019-09-24;5
2019-09-24;9
2019-09-25;6
2019-09-25;1
2019-09-25;2
2019-09-25;2
2019-09-25;8
2019-09-25;9
2019-09-25;9
2019-09-25;10
2019-09-25;8
2019-09-25;10
2019-09-25;8
2019-09-25;8
2019-09-25;8
2019-09-25;10
2019-09-25;10
2019-09-25;8
2019-09-25;8
2019-09-25;10
2019-09-25;9
2019-09-25;10
2019-09-25;10
2019-09-25;0
2019-09-25;0
2019-09-25;10
2019-09-25;10
2019-09-25;10
2019-09-25;7
2019-09-25;5
2019-09-25;8
2019-09-25;9
2019-09-25;9
2019-09-25;10
2019-09-25;0
2019-09-25;10
2019-09-25;7
2019-09-25;9
2019-09-25;10
2019-09-25;7
2019-09-25;1
2019-09-25;7
2019-09-25;0
2019-09-25;10
2019-09-25;10
2019-09-25;8
2019-09-25;0
2019-09-25;10
2019-09-25;0
2019-09-25;8
2019-09-25;8
2019-09-25;9
2019-09-25;9
2019-09-25;10
2019-09-25;9
2019-09-25;0
2019-09-25;10
2019-09-25;8
2019-09-25;7
2019-09-25;10
2019-09-25;7
2019-09-25;10
2019-09-25;0
2019-09-25;0
2019-09-25;3
2019-09-25;6
2019-09-25;8
2019-09-25;8
2019-09-25;8
2019-09-25;9
2019-09-25;3
2019-09-25;9
2019-09-25;7
2019-09-25;3
2019-09-25;7
2019-09-25;10
2019-09-25;0
2019-09-25;8
2019-09-25;5
2019-09-25;3
2019-09-25;0
2019-09-25;8
2019-09-26;8
2019-09-26;9
2019-09-26;10
2019-09-26;0
2019-09-26;6
2019-09-26;3
2019-09-26;6
2019-09-26;7
2019-09-26;8
2019-09-26;10
2019-09-26;5
2019-09-26;9
2019-09-26;8
2019-09-26;8
2019-09-26;1
2019-09-26;8
2019-09-26;8
2019-09-26;8
2019-09-26;10
2019-09-26;8
2019-09-26;8
2019-09-26;3
2019-09-26;7
2019-09-26;10
2019-09-26;9
2019-09-26;9
2019-09-26;5
2019-09-26;0
2019-09-26;6
2019-09-26;0
2019-09-26;8
2019-09-26;2
2019-09-26;8
2019-09-26;0
2019-09-26;0
2019-09-26;5
2019-09-26;9
2019-09-26;8
2019-09-26;5
2019-09-26;9
2019-09-26;7
2019-09-26;10
2019-09-26;8
2019-09-26;7
2019-09-26;8
2019-09-26;7
2019-09-26;8
2019-09-26;9
2019-09-26;10
2019-09-26;5
2019-09-26;9
2019-09-26;1
2019-09-27;7
2019-09-27;10
2019-09-27;5
2019-09-27;2
2019-09-27;2
2019-09-27;8
2019-09-27;6
2019-09-27;4
2019-09-27;4
2019-09-27;8
2019-09-27;10
2019-09-27;10
2019-09-27;9
2019-09-27;7
2019-09-27;10
2019-09-27;7
2019-09-28;5
2019-09-28;7
2019-09-28;5
2019-09-28;9
2019-09-28;9
2019-09-28;6
2019-09-28;10
2019-09-28;5
2019-09-29;6
2019-09-29;10
2019-09-30;7
2019-09-30;9
2019-09-30;10
2019-09-30;8
2019-09-30;10
2019-09-30;0
2019-09-30;10
2019-09-30;2
2019-09-30;7
2019-09-30;0
2019-09-30;10
2019-09-30;10
2019-09-30;10
2019-09-30;10
2019-09-30;9
2019-09-30;6
2019-09-30;9
2019-10-01;9
2019-10-01;10
2019-10-01;10
2019-10-01;10
2019-10-01;5
2019-10-02;8
2019-10-02;8
2019-10-02;9
2019-10-02;9
2019-10-02;10
2019-10-03;10
2019-10-03;10
2019-10-03;7
2019-10-03;6
2019-10-03;10
2019-10-03;9
2019-10-04;10
2019-10-04;6
2019-10-04;10
2019-10-04;6
2019-10-05;2
2019-10-05;5
2019-10-06;10
2019-10-07;10
2019-10-07;6
2019-10-08;10
2019-10-08;5
2019-10-08;10
2019-10-08;9
2019-10-08;10
2019-10-09;8
2019-10-09;0
2019-10-09;10
2019-10-09;5
2019-10-10;4
2019-10-10;7
2019-10-10;10
2019-10-10;9
2019-10-10;10
2019-10-10;8
2019-10-10;10
2019-10-10;0
2019-10-10;7
2019-10-10;0
2019-10-10;0
2019-10-10;10
2019-10-10;9
2019-10-11;3
2019-10-11;4
2019-10-11;1
2019-10-11;7
2019-10-11;10
2019-10-11;10
2019-10-11;7
2019-10-11;8
2019-10-11;10
2019-10-11;8
2019-10-11;9
2019-10-11;2
2019-10-11;7
2019-10-11;9
2019-10-12;10
2019-10-12;7
2019-10-12;10
2019-10-13;10
2019-10-14;8
2019-10-14;3
2019-10-14;10
2019-10-14;10
2019-10-14;10
2019-10-14;7
2019-10-14;8
2019-10-14;10
2019-10-14;8
2019-10-15;8
2019-10-15;10
2019-10-15;10
2019-10-15;9
2019-10-15;7
2019-10-15;6
2019-10-16;10
2019-10-16;5
2019-10-16;8
2019-10-16;10
2019-10-16;10
2019-10-16;6
2019-10-17;0
2019-10-17;4
2019-10-17;8
2019-10-17;8
2019-10-18;10
2019-10-18;5
2019-10-19;10
2019-10-20;10
2019-10-21;7
2019-10-21;10
2019-10-21;6
2019-10-21;0
2019-10-21;9
2019-10-22;8
2019-10-22;10
2019-10-22;9
2019-10-22;9
2019-10-23;7
2019-10-23;0
2019-10-23;10
2019-10-23;0
2019-10-23;10
2019-10-24;10
2019-10-24;8
2019-10-24;3
2019-10-24;10
2019-10-24;9
2019-10-25;10
2019-10-25;10
2019-10-26;10
2019-10-26;8
2019-10-27;10
2019-10-28;5
2019-10-28;10
2019-10-28;7
2019-10-28;9
2019-10-28;5
